"GEMS TARIFF FOR SERVICES BY NON-CONTRACTED MEDICAL PRACTITIONERS
WITH EFFECT FROM 2026-01-01",,014 - General Medical Practice,,016 - Obstetrics and Gynaecology,,032 - Paediatricians,,,,,,,,,,,,
13,Obstetric Procedures,,,,,,,,,,,,,,,,,
,RULES GOVERNING THIS SECTION,,,,,,,,,,,,,,,,,
U.,"Obstetric procedures:  (a) When a general practitioner treats a patient in the ante-natal period and, after starting the confinement, requests an obstetrician to take over the case, the general practitioner shall be entitled to charge for all the ante-natal consultations he/she has performed.  (i) If the patient has been in labour for less than 6 hours, the general practitioner shall charge 50,00 clinical procedure units according to item 2614:  Global obstetric care.  (ii) If the patient has been in labour for more than 6 hours, the general practitioner shall charge 80,00 clinical procedure units according to item 2614:  Global obstetric care.  (b) When a general practitioner calls an obstetrician to help with a confinement, take over the management of a confinement, and treats the patient until after the post-partum visit, the obstetrician shall charge according to item 2614: Global obstetric care.  (c) When a general practitioner calls an obstetrician (specialist or general practitioner) to help with a confinement, or take over the management of a confinement, but the general practitioner treats the patient until after the post-partum visit, the obstetrician shall charge according to item 2616:  Intrapartum obstetric care by obstetrician in consultation, and the general practitioner according to item 2614:  Global obstetric care.",,,,,,,,,,,,,,,,,
13.1,Pre-natal care and procedures,,,,,,,,,,,,,,,,,
2603,External cephalic version (excluding after-care),386.8,,397.5,,397.5,,,,,,,,,,,,
2605,Amniocentesis (excluding after-care),633,,650.4,,650.4,,,,,,,,,,,,
2607,Amnioscopy (excluding after-care),316.6,,325.4,,325.4,,,,,,,,,,,,
2609,Intra-uterine transfusion of foetus or cordocentesis,2109.2,,2421.4,,2421.4,,,,,,,,,,,,
2610,Tococardiography - pre-natal and intrapartum (including stress and non-stress test: Own machine) (excluding after-care),281.1,,289.4,,289.4,,,,,,,,,,,,
2611,Chorion villus sampling (excluding after-care),948.9,,975.9,,975.9,,,,,,,,,,,,
2599,Pregnancy reduction(s): Multifoetal (MPR),1202.8,,1537.4,,1537.4,,,,,,,,,,,,
2600,Foeticide (includes ultrasound guidance),1202.8,,1537.4,,1537.4,,,,,,,,,,,,
2604,"Amniocentesis: Therapeutic, amnitoic fluid reduction (includes ultrasound guidance)",492.1,,1278.5,,1278.5,,,,,,,,,,,,
2606,Cordocentesis (intrauterine): Any method,555.8,,1443.5,,1443.5,,,,,,,,,,,,
2608,Foetal umbilical cord occlusion (TTTS) (includes ultrasound guidance),681.2,,1769.1,,1769.1,,,,,,,,,,,,
2612,"Foetal fluid drainage (eg., vesicocentesis, thoracocentesis, paracentesis) (includes ultrasound guidance)",681.2,,1769.1,,1769.1,,,,,,,,,,,,
2613,Foetal shunt placement (includes ultrasound guidance),1666,,3768.6,,3768.6,,,,,,,,,,,,
13.2,Confinements,,,,,,,,,,,,,,,,,
2614,Global obstetric care: All inclusive fee that includes all modes of vaginal delivery (excluding Caesarean section) and obstetric care from the commencement of labour until after the post-partum visit (6 weeks visit),5958.9,,6056.7,,6056.7,,,,,,,,,,,,
2615,Global obstetric care: All inclusive fee for caesarean section and obstetric care from the commencement of labour until after the post-partum visit (6 weeks visit). ,5958.9,,6056.7,,6056.7,,,,,,,,,,,,
2616,Intrapartum obstetric care by obstetrician in consultation (excluding after-care),2671.5,,3433.1,,3433.1,,,,,,,,,,,,
,"Global obstetric care includes_x000D_
o   All modes of delivery (including Caesarean)_x000D_
o   All inductions of labour (medical or surgical)_x000D_
o   Intrapartum paracervical and pudential blocks_x000D_
o   Intrapartum amnioscopy_x000D_
o   Foetal blood sampling_x000D_
o   Application of scalp leads_x000D_
o   Symphysiotomy_x000D_
o   Manual removal of placenta_x000D_
o   Repair cervical tears_x000D_
o   Correction of uterine inversion_x000D_
o   Drainage of vulval haematoma_x000D_
o   Repair third degree tear_x000D_
o   Repair second degree tear_x000D_
o   Repair episiotomy_x000D_
o   Resuscitation of newborn by obstetrician_x000D_
o   Tracheal intubation_x000D_
o   Missed confinement",,,,,,,,,,,,,,,,,
,"Global obstetric care excludes_x000D_
o   Prenatal consultations_x000D_
o   Prenatal procedures (Items 2603 - 2611)_x000D_
o   Emergency hysterectomy for obstetrical reasons_x000D_
o   Abdominal operation for repair of ruptured gravid uterus_x000D_
o   Intensive care for obstetrical emergencies_x000D_
o   Tubal ligation performed as a post-partum procedure_x000D_
o   Post-partum complications occurring after discharge from the hospital",,,,,,,,,,,,,,,,,
13.3,Operative procedures (excluding antenatal care),,,,,,,,,,,,,,,,,
2653,Caesarean-hysterectomy,4710.7,,6053.3,,6053.3,,,,,,,,,,,,
2657,Post-partum hysterectomy,4218.1,,5420.8,,5420.8,,,,,,,,,,,,
2669,Abdominal operation for ruptured gravid uterus: Repair,3515.6,,4517.5,,4517.5,,,,,,,,,,,,
14,Nervous System,,,,,,,,,,,,,,,,,
14.1,Diagnostic procedures,,,,,,,,,,,,,,,,,
2680,Haemodynamic and autonomic nervous system testing with task Force system-PROFFESIONEL COMPONENTS,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
2681,Visual evoked potentials (VEP): Unilateral,0,,903.6,,903.6,,,,,,,,,,,,
2682,Visual evoked potentials (VEP): Bilateral,0,,1590,,1590,,,,,,,,,,,,
2683,Electro-retinography (Ganzfeld method): Unilateral,0,,1084.1,,1084.1,,,,,,,,,,,,
2684,Electro-retinography (Ganzfeld method): Bilateral,0,,1897.3,,1897.3,,,,,,,,,,,,
2685,Electro-oculography: Unilateral,0,,542.1,,542.1,,,,,,,,,,,,
2686,Electro-oculography: Bilateral,0,,957.8,,957.8,,,,,,,,,,,,
2687,VEP stable condition (photic drive): Unilateral,0,,903.6,,903.6,,,,,,,,,,,,
2689,VEP stable condition (photic drive): Bilateral,0,,1590,,1590,,,,,,,,,,,,
2690,Total fee for full evaluation of visual tracts including bilateral electroretinography and VEP,0,,2710.6,,2710.6,,,,,,,,,,,,
,Note:  See items 2691 to 2702 under section 17.5.1: Audiometry,,,,,,,,,,,,,,,,,
2703,"Somatosensory evoked potentials (SEP) single nerve examination to brachial or lumbosacral plexus, spinal cord and cortex",0,,867.5,,867.5,,,,,,,,,,,,
2704,"Neurostimulation, percutaneous: Sacral nerve",0,,2182.2,,2182.2,,,,,,,,,,,,
2705,"Transcutaneous nerve stimulation in the treatment of post-operative and chronic intractable pain, per treatment",105.6,,108.7,,108.7,,,,,,,,,,,,
2706,"Neurostimulation, percutaneous: Posterior tibial nerve, single treatment. Includes programming",0,,159.1,,159.1,,,,,,,,,,,,
2707,"Full fee for complete neurological evoked potential evaluation including neurological AEP, bilateral VEP, and bilateral median and/or posterior tibial stimulation",0,,3975.3,,3975.3,,,,,,,,,,,,
2708,Evaluation of cognitive evoked potential with visual or audiology stimulus,0,,1445.8,,1445.8,,,,,,,,,,,,
2709,Full spinogram including bilateral median and posterior-tibial studies,0,,2529.9,,2529.9,,,,,,,,,,,,
2710,Morphia saturation testing in rooms (consultation x2 plus item 0206: Intravenous infusion) (excluding injection material),0,,,,,,,,,,,,,,,,
2711,Electro-encephalography: Taking of record,634.7,,652.6,,652.6,,,,,,,,,,,,
2712,Electro-encephalography: Interpretation,421.9,,433.8,,433.8,,,,,,,,,,,,
2713,"Spinal (lumbar) puncture. For diagnosis, for drainage of spinal fluid or for therapeutic indications",323.4,Z,332.4,,332.4,,,,,,,,,,,,
,When this procedure is performed by an anaesthetist he/she acts as the clinician and not an anaesthetist and the indicated clinical procedure units should be charged and not the anaesthetic tariff or units.,,,,,,,,,,,,,,,,,
2714,Cisternal puncture and/or intrathecal injections,263.6,,271.3,,271.3,,,,,,,,,,,,
2715,8 Hour ambulatory EEG monitoring (Holter): Hire,0,,2457.6,,2457.6,,,,,,,,,,,,
2716,8 Hour ambulatory EEG monitoring (Holter): Interpretation,0,,542.1,,542.1,,,,,,,,,,,,
2717,Electromyography: First,1318.2,,1355.4,,1355.4,,,,,,,,,,,,
2718,Electromyography: Subsequent,1318.2,,1355.4,,1355.4,,,,,,,,,,,,
2719,Overnight polysomnogram and sleep staging: Hire,0,,2258.8,,2258.8,,,,,,,,,,,,
2720,Overnight polysomnogram and sleep staging: Interpretation,0,,415.6,,415.6,,,,,,,,,,,,
2721,Daytime polysomnogram: Hire,0,,2258.8,,2258.8,,,,,,,,,,,,
2722,Daytime polysomnogram: Interpretation,0,,307.2,,307.2,,,,,,,,,,,,
2723,Multiple sleep latency test: Interpretation,0,,2258.8,,2258.8,,,,,,,,,,,,
2724,Overnight continuous positive airways pressure (CPAP) titration,2179.6,,2801.2,,2801.2,,,,,,,,,,,,
2725,Angiography carotis: Unilateral,439.1,,451.6,,451.6,,,,,,,,,,,,
2726,Angiography carotis: Bilateral,773.2,,795.4,,795.4,,,,,,,,,,,,
2727,Vertebral artery: Direct needling,879.2,,903.6,,903.6,,,,,,,,,,,,
2728,Unattended overnight home-based polysomnogram: Interpretation,0,,442.6,,442.6,,,,,,,,,,,,
2729,Vertebral catheterisation,879.2,,903.6,,903.6,,,,,,,,,,,,
2730,"Neostigmine Test, the diagnostic test for Myasthenia Gravis under the supervision of a neurologist ('20') (not to be used with item 0714)",0,,1084.1,Z,1084.1,Z,,,,,,,,,,,
2731,Air encephalography and posterior fossa tomography: Injection of air (independent procedure),0,,261.5,,261.5,,,,,,,,,,,,
2732,Overnight home-based polysomnogram: Interpretation,0,,442.6,,442.6,,,,,,,,,,,,
2733,Cortical Stimulation,1035.5,,1064.5,,1064.5,,,,,,,,,,,,
2734,Sodium Amytal Testing (WADA test),1559.1,,1602.5,,1602.5,,,,,,,,,,,,
2735,Air encephalography and posterior fossa tomography: Posterior fossa tomography attendance by clinician,0,v,569.1,,569.1,,,,,,,,,,,,
2737,Air encephalography and posterior fossa tomography: Visual field charting on Bjerrum Screen,123.2,,126.7,,126.7,,,,,,,,,,,,
2739,Ventricular needling without burring: Tapping only,281.1,,289.4,,289.4,,,,,,,,,,,,
2741,Ventricular needling without burring: Plus introduction of air and/or contrast dye for ventriculography,756.1,,777.3,,777.3,,,,,,,,,,,,
2743,Subdural tapping: First sitting,263.6,,271.3,,271.3,,,,,,,,,,,,
2745,Subdural tapping: Subsequent,175.6,,180.3,,180.3,,,,,,,,,,,,
2746,Biopsy: Temporal artery,0,,1644.2,,1644.2,,,,,,,,,,,,
6003,Sleep electro-encephalography: Adults and children over infant age: Taking of record,634.7,,652.6,,652.6,,,,,,,,,,,,
6004,Sleep electro-encephalography: Adults and children over infant age: Interpretation,430.3,,443.1,,443.1,,,,,,,,,,,,
6010,"Electroenchephalogram monitoring: Monitoring for localisation of cerebral seizure focus using computerised sixteen or more channel EEG, which may include video recording (e.g. for pre-operative localisation): Each full 24 hour period",4142.5,,5323.1,,5323.1,,,,,,,,,,,,
6011,Interpretation of item 6010: Electro-encephalogram monitoring: To be charged once only for each full 24 hour period of monitoring,2109.2,,2323.8,,2323.8,,,,,,,,,,,,
6014,Sleep testing: Multiple sleep latency test (Technical component),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6015,"Sleep study: Includes simultaneous recording of ventilation, respiratory effort, ECG/heart rate and oxygen saturation",,,541.9,,541.9,,,,,,,,,,,,
6016,"Sleep study: Includes simultaneous recording of ventilation, respiratory effort, ECG/heart rate and oxygen saturation (no EEG) (Technical component)",,,860.8,,860.8,,,,,,,,,,,,
6018," Combined Video and EEG monitoring (16-24 hours): scalp, subdural or depth. To include 1. Equipment cost; 2. Technologist's set up cost and electrodes; 3. Technologist's technical report; Neurologist's review of EEG and clinical interpretation: Each full 24 hour period",,,10229.8,,10229.8,,,,,,,,,,,,
6020,Electroencephalogram (EEG): Monitoring; 41-60 minutes,454.1,,580.3,,580.3,,,,,,,,,,,,
6021,Electroencephalogram (EEG): Monitoring; 61> minutes,454.1,,580.3,,580.3,,,,,,,,,,,,
6023,Electroencephalogram (EEG): All night recording (includes interpretation),454.1,,580.3,,580.3,,,,,,,,,,,,
6024,"Functional cortical and subcortical mapping: Stimulation and/or recording of electrodes on brain surface or depth electrodes, to provoke seizures or identify vital brain structures; initial hour of attendance",1278.5,,2042.4,,2042.4,,,,,,,,,,,,
6025,"Functional cortical and subcortical mapping: Stimulation and/or recording of electrodes on brain surface or depth electrodes, to provoke seizures or identify vital brain structures: Each 60 minutes of attendance (ADD to item 6024 when appropriate)",1107.5,,1769.5,,1769.5,,,,,,,,,,,,
6030,Electro-encephalogram (EEG): Monitoring (41-60 minutes): Equipment cost for taking of record (Technical component) (refer to item 6020 for interpretation and,682.7,,872.8,,872.8,,,,,,,,,,,,
6031,Electro-encephalogram (EEG): Monitoring (>60 minutes): Equipment cost for taking of record (Technical component) (refer to item 6021 for interpretation and report),682.7,,872.8,,872.8,,,,,,,,,,,,
6033,Electro-encephalogram (EEG): Overnight recording (8-16 hours): Taking of record. Equipment cost for taking of record (Technical component) (refer to item 6023 for interpretation and report),682.7,,872.8,,872.8,,,,,,,,,,,,
2679,"Cisternal or lateral cervical (C1-C2) puncture: Injection of medication/toher substance, diagnosis/treatment",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
2680,Haemodynamic and autonomic nervous system testing with 'Task Force' system - PROFESSIONEL COMPONENT,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
2688,Shunt tubing or reservoir puncture: For aspiration or injection procedure,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6026,"Electronic analysis: Implanted neurostimulator pulse generator system (eg., rate, pulse amplitude, pulse duration, configuration of wave form, battery status, electrode selectability, output modulation, cycling, impedance and patient compliance measurements), simple or complex brain/spinal cord/peripheral (ie., cranial nerve, peripheral nerve, sacral nerve, neuromuscular) neurostimulator pulse generator/transmitter, without reprogramming",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6027,"Electronic analysis: Implanted neurostimulator pulse generator system (eg., rate, pulse amplitude and duration, battery status, electrode selectability and polarity, impedance and patient compliance measurements), complex, deep brain neurostimulator/pulse generator/transmitter, with initial or subsequent programming: First 60 minutes",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6028,"Electronic analysis: Implanted neurostimulator pulse generator system (eg., rate, pulse amplitude and duration, battery status, electrode selectability and polarity, impedance and patient compliance measurements), complex, deep brain neurostimulator/pulse generator/transmitter, with initial or subsequent programming: Each additional 30 minutes after first 60 hour. ADD to primary procedure",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
5999,Actigraphy: Patient monitored for a minimum of 72 hours: Taking of record - Owner of equipment and taking of record (Technical component) (refer to item 6000 for interpretation and report),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6000,Clinical interpretation and report of item 5999: Actigraphy: Patient monitored for a minimum of 72 hours (Professional component),,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
14.2,Introduction of burr holes for,,,,,,,,,,,,,,,,,
2747,Ventriculography,2109.2,,2710.6,,2710.6,,,,,,,,,,,,
2749,Catheterisation for ventriculography and/or drainage,2109.2,,2710.6,,2710.6,,,,,,,,,,,,
2751,Biopsy of brain tumour,2109.2,,2710.6,,2710.6,,,,,,,,,,,,
2753,Subdural haematoma or hygroma,2109.2,,2710.6,,2710.6,,,,,,,,,,,,
2755,Subdural empyema,2109.2,,2710.6,,2710.6,,,,,,,,,,,,
2757,Brain abscess,2109.2,,2710.6,,2710.6,,,,,,,,,,,,
2748,Twist drill hole: Subdural or ventricular puncture,1815.3,,3369.6,,3369.6,,,,,,,,,,,,
2750,"Twist drill hole(s): Includes subdural, intracerebral, or ventricular puncture for implanting ventricular catheter, pressure recording device or toher intracerebral monitoring device",1405.3,,2245.7,,2245.7,,,,,,,,,,,,
2754,Burr hole(s) or trephine: Includes subsequent tapping (aspiration) of intracranial abscess or cyst,3587.2,,7164.9,,7164.9,,,,,,,,,,,,
2758,"Insertion: Subcutaneous reservoir, pump/continuous infusion system. Includes connection to ventricular catheter",1840.7,,3676.7,,3676.7,,,,,,,,,,,,
2760,"Burr hole(s) or trephine: Supratentorial, exploratory, not followed by other surgery",2269.2,,3626.1,,3626.1,,,,,,,,,,,,
2761,"Burr hole(s) or trephine: Infratentorial, unilateral or bilateral",2269.2,,3626.1,,3626.1,,,,,,,,,,,,
2752,"Twist drill hole(s): Includes subdural, intracerebral or ventricular puncture for evacuation and/or drainage of subdural haematoma",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
2756,Subdural implantation of strip electrodes through one or more burr or trephine hole(s) for long term seizure monitoring,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
14.3,Nerve procedures,,,,,,,,,,,,,,,,,
2759,Nerve biopsy: Peripheral,650.2,,668.5,,668.5,,,,,,,,,,,,
2763,Nerve biopsy: Cranial nerves: Extra-cranial,351.4,,361.4,,361.4,,,,,,,,,,,,
2765,Nerve biopsy: Nerve conduction studies (see items 0733 and 3285),457.1,,469.8,,469.8,,,,,,,,,,,,
6005,Botulinus toxin injections: For blepharospasm (+ 0198 + item 0201 + item 0202),0,,451.6,,451.6,,,,,,,,,,,,
6006,Botulinus toxin injections: For hemifacial spasm or for hyperhidrosis per region (+ item 0198 + item 0201 + item 0202),0,,542.1,,542.1,,,,,,,,,,,,
6007,Botulinus toxin injections: For adductor disphonia (+ item 0198 + 0201 + item 0202),0,,632.3,,632.3,,,,,,,,,,,,
6008,Botulinus toxin injections: In extra-ocular muscles (+ item 0198 + item 0201 + item 0202),0,,632.3,,632.3,,,,,,,,,,,,
6009,Botulinus toxin injections: For spasmodic torticollis and/or cranial dystonia or for spasticity or for focal dystonia (+ item 0198 + item 0201 + item 0202),0,,903.6,,903.6,,,,,,,,,,,,
2766,Insertion of deep brain stimulator for movement disorders and pain - first side,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
14.3.1,Nerve procedures: Nerve repair or suture,,,,,,,,,,,,,,,,,
2767,Suture brachial plexus (see also items 2837 and 2839),4218.1,,5420.8,,5420.8,,,,,,,,,,,,
2769,Suture: Large nerve: Primary,2109.2,,2421.4,,2421.4,,,,,,,,,,,,
2771,Suture: Large nerve: Secondary,2840.4,,3650.4,,3650.4,,,,,,,,,,,,
2773,Digital nerve: Primary,1142.4,,1174.4,,1174.4,,,,,,,,,,,,
2775,Digital nerve: Secondary,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
2777,Nerve graft: Simple,2840.4,,3650.4,,3650.4,,,,,,,,,,,,
2779,Fascicular: First fasciculus,2840.4,,3650.4,,3650.4,,,,,,,,,,,,
2781,Fascicular: Each additional fasciculus,879.2,,903.6,,903.6,,,,,,,,,,,,
2782,Nerve pedicle transfer: First stage (not to be used together with item 2783),4348.3,,0,,0,,,,,,,,,,,,
2783,Fascicular: Nerve flap: To include all stages,3149.9,,4047.8,,4047.8,,,,,,,,,,,,
2784,Nerve pedicle transfer: Second stage (not to be used together with item 2783),4758.9,,0,,0,,,,,,,,,,,,
2785,Fascicular: Facio-accessory or facio-hypoglossal anastomosis,2109.2,,2240.4,,2240.4,,,,,,,,,,,,
2787,Fascicular: Grafting of facial nerve,3023.5,,3885.1,,3885.1,,,,,,,,,,,,
14.3.2,Nerve procedures: Neurectomy,,,,,,,,,,,,,,,,,
2789,Trigeminal ganglion: Injection of alcohol,2109.2,,2710.6,,2710.6,,,,,,,,,,,,
2791,Trigeminal ganglion: Injection of cortisone,1142.4,,1174.4,,1174.4,,,,,,,,,,,,
2793,Trigeminal ganglion: Coagulation through high frequency,2390.9,,3071.9,,3071.9,,,,,,,,,,,,
2799,Procedures for pain relief: Intrathecal injections for pain,633,,650.4,,650.4,,,,,,,,,,,,
2800,Procedures for pain relief: Plexus nerve block,633,,650.4,,650.4,,,,,,,,,,,,
2801,Procedures for pain relief: Epidural injection for pain (refer to modifier 0045 for post-operative pain relief) (refer to modifier 0021 for epidural anaesthetic),633,,650.4,,650.4,,,,,,,,,,,,
,When this procedure is performed by an anaesthetist he/she acts as the clinician and not an anaesthetist and the indicated clinical procedure units should be charged and not the anaesthetic tariff or units.,,,,,,,,,,,,,,,,,
2802,Procedures for pain relief: Peripheral nerve block,439.1,,451.6,,451.6,,,,,,,,,,,,
2803,Alcohol injection in peripheral nerves for pain: Unilateral,351.4,,361.4,,361.4,,,,,,,,,,,,
2804,Inserting an indwelling nerve catheter (includes removal of catheter) (not for bolus technique),175.6,,180.3,,180.3,,,,,,,,,,,,
2805,Alcohol injection in peripheral nerves for pain: Bilateral,615.2,,632.3,,632.3,,,,,,,,,,,,
2809,Peripheral nerve section for pain,790.8,,813.6,,813.6,,,,,,,,,,,,
2811,Pudendal neurectomy: Bilateral,2039.2,,2096.1,,2096.1,,,,,,,,,,,,
2813,Obturator or Stoffels,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
2815,Interdigital,1446.6,,1486.9,,1486.9,,,,,,,,,,,,
2825,Excision: Neuroma: Peripheral,1924.8,,1978.8,,1978.8,,,,,,,,,,,,
2795,"Procedures for pain relief: Paravertebral facet joint nerve: Destruction by neurolytic agent, lumbar spine/sacral, one level (unilateral or bilateral)",858.9,,1097.6,,1097.6,,,,,,,,,,,,
2796,"Procedures for pain relief: Paravertebral facet joint nerve: Destruction by neurolytic agent, lumbar spine/sacral, each additional level each additional level (unilateral or bilateral)",308.2,,394,,394,,,,,,,,,,,,
2797,"Procedures for pain relief: Paravertebral facet joint nerve: Destruction by neurolytic agent, cervical/thoracic, one level (unilateral or bilateral)",832.3,,1063.8,,1063.8,,,,,,,,,,,,
2798,"Procedures for pain relief: Paravertebral facet joint nerve: Destruction by neurolytic agent, cervical/thoracic, each additional level (unilateral or bilateral)",294.9,,377.2,,377.2,,,,,,,,,,,,
14.3.3,Nerve procedures: Other nerve procedures,,,,,,,,,,,,,,,,,
2827,Transposition of ulnar nerve,1757.7,,1807.1,,1807.1,,,,,,,,,,,,
2829,Neurolysis: Minor,896.4,,921.5,,921.5,,,,,,,,,,,,
2831,Neurolysis: Major,2109.2,,2385.3,,2385.3,,,,,,,,,,,,
2833,Neurolysis: Digital,1687.2,,1734.5,,1734.5,,,,,,,,,,,,
2834,Neuroplasty: Sciatic nerve,2374.6,,0,,0,,,,,,,,,,,,
2835,Scalenotomy,2109.2,,2385.3,,2385.3,,,,,,,,,,,,
2837,Neuroplasty:Brachial Plexus,3137,,0,,0,,,,,,,,,,,,
2839,"Total brachial plexus exposure with graft, neurolysis and transplantation",12588.5,,16176.1,,16176.1,,,,,,,,,,,,
2841,Carpal Tunnel,1124.9,,1156.4,,1156.4,,,,,,,,,,,,
2843,Lumbar sympathectomy: Unilateral,2151.5,,2764.8,,2764.8,,,,,,,,,,,,
2845,Lumbar sympathectomy: Bilateral,3768.6,,4842.7,,4842.7,,,,,,,,,,,,
2846,Cervical sympathectomy: Trans-thoracic approach (use item 2847 or item 2848 as appropriate),0,,,,,,,,,,,,,,,,
2847,Cervical sympathectomy: Unilateral,2151.5,,2764.8,,2764.8,,,,,,,,,,,,
2848,Cervical sympathectomy: Bilateral,3768.6,,4842.7,,4842.7,,,,,,,,,,,,
2849,Sympathetic block: Other levels: Unilateral,351.4,,361.4,,361.4,,,,,,,,,,,,
2851,Sympathetic block: Other levels: Bilateral,615.2,,632.3,,632.3,,,,,,,,,,,,
2853,"Sympathetic block: Other levels: Diagnostic/Therapeutic nerve block (unassociated with surgery) - either intercostal, or brachial, or peripheral, or stellate ganglion",351.4,,361.4,,361.4,,,,,,,,,,,,
2854,Insertion of vagus nerve stimulator,,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
14.4,Skull procedures,,,,,,,,,,,,,,,,,
2855,Removal of skull tumour: With or without plastic repair: Small,2390.9,,3071.9,,3071.9,,,,,,,,,,,,
2857,Removal of skull tumour: With or without plastic repair: Major,2812.7,,3613.8,,3613.8,,,,,,,,,,,,
2859,Repair of depressed fracture of skull: Without brain laceration: Major,2812.7,,3613.8,,3613.8,,,,,,,,,,,,
2860,Repair of depressed fracture of skull: Without brain laceration: Small,2390.9,,3071.9,,3071.9,,,,,,,,,,,,
2861,Repair of depressed fracture of skull: With brain lacerations: Small,2812.7,,3613.8,,3613.8,,,,,,,,,,,,
2862,Repair of depressed fracture of skull: With brain lacerations: Major,5273.2,,6776.5,,6776.5,,,,,,,,,,,,
2863,Cranioplasty,3937.4,,5059.5,,5059.5,,,,,,,,,,,,
2864,Encephalocele (excluding frontal),2812.7,,3613.8,,3613.8,,,,,,,,,,,,
2865,Craniostenosis: Few suturae,2995.1,,3848.7,,3848.7,,,,,,,,,,,,
2867,Craniostenosis: Multiple suturae,3937.4,,5059.5,,5059.5,,,,,,,,,,,,
6035,"Craniotomy: Craniosynostosis, frontal or parietal bone flap (total procedure)",6124.7,,12231.5,,12231.5,,,,,,,,,,,,
6036,"Craniotomy: Craniosynostosis, bifrontal bone flap (ttoal procedure)",6051,,12084.1,,12084.1,,,,,,,,,,,,
6037,"Craniectomy: Extensive for multiple cranial suture craniosynostosis (eg., cloverleaf skull); not requiring bone grafts (ttoal procedure)",5755.6,,11494.3,,11494.3,,,,,,,,,,,,
6038,"Craniectomy: Extensive for multiple cranial suture craniosynostosis (eg., cloverleaf skull); reconoturing with multiple ostetoomies and bone autografts (eg., barrel-stave procedure) (includes obtaining grafts) (ttoal procedure)",6505,,12990.8,,12990.8,,,,,,,,,,,,
6040,"Craniomegalic skull: Reduction (eg., treated hydrocephalus) not requiring bone grafts or cranioplasty (ttoal procedure)",4494.2,,8975.4,,8975.4,,,,,,,,,,,,
6042,"Craniomegalic skull: Reduction (eg., treated hydrocephalus), requiring Craniotomy and reconstruction with or without bone graft (includes obtaining grafts) (ttoal procedure)",5633.4,,11250,,11250,,,,,,,,,,,,
6043,Cranioplasty: Skull defect; >5 cm diameter,4125.2,,8238.2,,8238.2,,,,,,,,,,,,
6044,"Removal of bone flap or prosthetic plate of skull: For malignancy/acquired deformity of head/infection or inflammatory reaction due to device, implant and/or graft",3206.5,,6403.3,,6403.3,,,,,,,,,,,,
6045,"Replacement of bone flap or prosthetic plate of skull: For malignancy/acquired deformity of head/open fracture/late effect of fracture/infection or inflammatory reaction due to device, implant or graft (total procedure)",3769.1,,7527.1,,7527.1,,,,,,,,,,,,
6046,"Cranioplasty: Skull defect, with reparative brain surgery: With/without prosthesis",5104.4,,10193.8,,10193.8,,,,,,,,,,,,
6047,Cranioplasty: Includes autograft and obtaining bone grafts; =,4495.6,,8977.9,,8977.9,,,,,,,,,,,,
6048,Cranioplasty: Includes autograft and obtaining bone grafts; >5 cm diameter (ttoal procedure),5237.5,,10459.6,,10459.6,,,,,,,,,,,,
6039,"Excision of benign tumour of cranial bone (eg., fibrous dysplasia), intra- and extracranial, with decompression of optic nerve",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
6049,"Incision and retrieval: Cranial bone graft for cranioplasty, subcutaneous. ADD to primary procedure",,Refer Rule C,,Refer Rule C,,Refer Rule C,,,,,,,,,,,
14.5,Shunt procedures,,,,,,,,,,,,,,,,,
2869,Ventriculo-cisternostomy,3937.4,,5059.5,,5059.5,,,,,,,,,,,,
2871,Ventriculo-caval shunt,3937.4,,5059.5,,5059.5,,,,,,,,,,,,
2873,Ventriculo-peritoneal shunt,3937.4,,5059.5,,5059.5,,,,,,,,,,,,
2875,Theco-peritoneal C.S.F. shunt,3937.4,,5059.5,,5059.5,,,,,,,,,,,,
6063,"Ventriculocisternostomy of the third ventricle: Steretoactic, neuroendoscopic method (under CT guidance for steretoactic positioning) (items 6055 and 6148 may not be added)",4343,,8673.2,,8673.2,,,,,,,,,,,,
6065,Replacement/revision: Cerebrospinal fluid (CSF) shunt/obstructed valve/distal catheter in shunt system,3053.8,,6098.8,,6098.8,,,,,,,,,,,,
