name,type,group,province,city,address,latitude,longitude,beds,practiceNumber,switchhouse,phone,email,ideal_clinic_score,source
Esigodini Clinic,clinic,Public,KZN,,Waterfale road Pietermaritzburg,-29.6466,30.27171,,,,,lorraine.chetty@msunduzi.gov.za,88,ndoh_detailed
Esiyembeni Clinic,clinic,Public,KZN,"Umkhanyakude District Municipality, KwaZulu-Natal",,-28.32932,32.00494,,,,,None,79,ndoh_detailed
Estcourt Gateway Clinic,clinic,Public,KZN,Estcourt,Old Main Rd Estcourt,-29.0199,29.8939,311,,,Tel: (036) 342 7000,None,89,ndoh_detailed
Ethembeni Clinic,clinic,Public,KZN,,Main Greytown Rd Tugela Ferry,-28.85671,30.49773,,,,,NONE,90,ndoh_detailed
Ewangu Clinic,clinic,Public,KZN,,Mangidini Reserve Nkandla,-28.7899,31.2901,,,,,NONE,60,ndoh_detailed
Ezakheni 2 Clinic,clinic,Public,KZN,,Chief Albert Luthuli Street Ladysmith,-28.6188,29.917,,,,,NONE,88,ndoh_detailed
Ezakheni E Clinic,clinic,Public,KZN,,Chief Albert Luthuli Street Ezakheni,-28.6304,29.8807,,,,,None,79,ndoh_detailed
Ezimfabeni Clinic,clinic,Public,KZN,,,-28.103017,31.430417,,,,,None,70,ndoh_detailed
Ezimpondweni Clinic,clinic,Public,KZN,"Shangase Village, Umkhanyakude District Municipality",Ezimpondweni,-27.79839,32.45962,,,,+27 35 562 9050,None,86,ndoh_detailed
Ezimwini Clinic,clinic,Public,KZN,,Folweni B559,-30.0436,30.625611,,,,,None,77,ndoh_detailed
Ezwenelisha Clinic,clinic,Public,KZN,,Hlabisa,-28.41261,32.31253,,,,,NONE,64,ndoh_detailed
Faith's Clinic,clinic,Public,KZN,,St Faith's Road Port Shepstone,-30.529423,30.201724,,,,,None,80,ndoh_detailed
Felani Clinic,clinic,Public,KZN,,Silutshani Area Nqutu,-28.41207,30.77684,,,,,NONE,84,ndoh_detailed
Flagstaff Clinic,clinic,Public,KZN,,,-31.0803,29.4969,,,,,,,who_mfl
Folweni Clinic,clinic,Public,KZN,,Folweni B559 mobeni,-29.995464,30.825476,,,,,NONE,70,ndoh_detailed
Forderville Clinic,clinic,Public,KZN,,Canna Avenue Escourt,-28.9956,29.8705,,,,,None,88,ndoh_detailed
Forderville Community Hall,clinic,,KZN,,"Forderville Area, Ward 10",,,,,,,,,dsfsi_vacc
Fredville Clinic,clinic,Public,KZN,,1 Inchanga main road Inchanga,-29.707439,30.666816,,,,,NONE,71,ndoh_detailed
Friesgewacht Clinic,clinic,Public,KZN,,Stand No 318 D Bilanyoni Paulpietersburg,-27.514722,31.008611,,,,,None,88,ndoh_detailed
Fuduka Clinic,clinic,Public,KZN,,Gelukstadt Road,-27.597166,31.082858,,,,,None,84,ndoh_detailed
Gamalakhe Community Health Centre,clinic,,KZN,,Off Ray Nkonyeni Rd Cnr Michael Nsimbi&Rev Sithole Street Gamalakhe,,,,,,,,,dsfsi_vacc
Gcilima Clinic,clinic,Public,KZN,,Gcilima Location Port Shepstone,-30.9104,30.2453,,,,,None,95,ndoh_detailed
Gcinalishone Clinic,clinic,Public,KZN,,Mhlumayo Area Ladysmith,-28.688,30.1342,,,,,None,62,ndoh_detailed
Gcinokuhle Clinic,clinic,Public,KZN,,Mazabekweni Area Highflats,-30.25745,30.10778,,,,,None,92,ndoh_detailed
Gcumisa Clinic,clinic,Public,KZN,,no street address Swyimana,-29.51656,30.6938,,,,,None,86,ndoh_detailed
Gedleza Clinic,clinic,Public,KZN,Jozini Ixopo,Ubombo,-27.48288,32.21296,,,,+27 35 572 9113,None,84,ndoh_detailed
Gezinsila Clinic,clinic,Public,KZN,,,-28.8901,31.4633,,,,,,,who_mfl
Gingindlovu Clinic,clinic,Public,KZN,,CNR Mecuicinl CHC  Ngingingindlovu Eshowe,-29.0295,31.5874,,,,,NONE,61,ndoh_detailed
Glen Earle Clinic,clinic,Public,KZN,"Newlands East, Durban",260 John Dory drive Newlands East,-29.7801,30.9794,,,,+27 31 577 7503,NONE,80,ndoh_detailed
Glen Lucia Pharmacy,clinic,,KZN,Durban,"Shop 109, La Lucia Mall, 90 William Campbell Dr, La Lucia",,,,,,,,,dsfsi_vacc
Glenhills Clinic,clinic,Public,KZN,,25 Mars Road Stanger,-29.3379,31.2656,,,,,NONE,77,ndoh_detailed
Glenridge Clinic,clinic,Public,KZN,,28 Schroeder Rd Glencoe,-28.17563,30.14547,,,,,None,80,ndoh_detailed
Glenwood Clinic Durban,clinic,,KZN,,,-29.8584,31.0013,,,,,,,who_mfl
Glenwood Clinic Pietermaritzburg,clinic,Public,KZN,,,-29.5899,30.4416,,,,,,,who_mfl
Gluckstadt Clinic,clinic,Public,KZN,,Gelukstadt Road Vryheid,-27.97413,31.039209,,,,,NONE,91,ndoh_detailed
Gomane Clinic,clinic,Public,KZN,,Mafahleni StreetImpendle Impendle,-29.60519,29.86412,,,,,None,91,ndoh_detailed
Good Hope Clinic,clinic,Public,KZN,,,-31.3274,29.2602,,,,,,,who_mfl
Goodwins Clinic,clinic,Public,KZN,,E942 sidiya kwamashu,-29.736,30.9938,,,,,goodwinsclinic@kznhealth.gov.za,59,ndoh_detailed
Gowanlee Clinic,clinic,Public,KZN,,Gowanlee Clinic Umzinto,-30.34913,29.70247,,,,,NONE,68,ndoh_detailed
Gqayinyanga Clinic,clinic,Public,KZN,,KwaHlongwa Area Umzumbe,-30.5707,30.4774,,,,,None,88,ndoh_detailed
Gqumeni Clinic,clinic,Public,KZN,"Bulwer Rural District, Bulwer, Kwazulu-Natal",Gqumeni area BULWER,-29.89345,29.74187,,,,+27 39 832 9902,None,76,ndoh_detailed
Grange Clinic,clinic,Public,KZN,,45 White road Grange Pietermaritzburg,-29.64141,30.37256,,,,,lorraine.chetty@msunduzi.gov.za,88,ndoh_detailed
Greenock Clinic,clinic,Public,KZN,,Greenrock Farm Mncube Stand Osizweni,-27.857,30.268785,,,,,None,94,ndoh_detailed
Greytown Gateway Clinic,clinic,Public,KZN,Greytown,Bell Street Greytown,-29.0664,30.59935,271,,,Tel: (033) 413 9400,sibongile.ximba@kznhealth.gov.za,83,ndoh_detailed
Greyville Satellite Clinic,clinic,,KZN,,,-29.8335,31.0204,,,,,,,who_mfl
Groenvlei Clinic,clinic,Public,KZN,,Utrecht,-27.4526,30.21887,,,,,None,90,ndoh_detailed
Groutville Clinic,clinic,Public,KZN,,R102 old Main Road,-29.3914,31.2521,,,,,groutvilleclinic@kznhealth.1gov.za,78,ndoh_detailed
Grove End Clinic,clinic,Public,KZN,,68 Elfway Phoenix,-29.698,31.0244,,,,,None,75,ndoh_detailed
Gugwini Clinic,clinic,Public,KZN,,Dressini A/A Harding,-30.49229,29.936599,,,,,None,89,ndoh_detailed
Gunjana Clinic,clinic,Public,KZN,,P281 Pomeroy,-28.63701,30.33766,,,,,None,87,ndoh_detailed
Gunjaneni Clinic,clinic,Public,KZN,"Hlabisa, Kwazulu-natal",Gunjaneni Reserve Hlabisa,-28.24497,32.08799,,,,+27 35 838 8600,None,91,ndoh_detailed
Gwala Clinic,clinic,Public,KZN,,D1203 BULWER,-29.85734,29.79012,,,,,None,49,ndoh_detailed
Gwaliweni Clinic,clinic,Public,KZN,,Ingwavuma,-27.30708,31.97778,,,,,None,72,ndoh_detailed
Halambu Clinic,clinic,Public,KZN,,halambu area Nkandla,-28.7733,31.1048,,,,,NONE,70,ndoh_detailed
Halley Stott Clinic,clinic,Public,KZN,,Zulu reserve road Bothas Hill,-29.7388,30.7364,,,,,halleystott.clinic@kznhealth.gov.za,81,ndoh_detailed
Hambanathi Clinic,clinic,Public,KZN,,361 thandukwazi road tongaat,-29.5587,31.1196,,,,,NONE,83,ndoh_detailed
Harding Clinic,clinic,Public,KZN,,Field street Harding,-30.5749,29.8831,,,,,None,80,ndoh_detailed
Harmony Retreat (Addiction Rehabilitation),clinic,,KZN,Greytown,Stanger Road,-29.0624427,30.704597,,,,+27334172227,,,osm
Hartland Clinic,clinic,Public,KZN,,Paulpietersburg,-27.426151,31.046216,,,,,NONE,81,ndoh_detailed
Hashmed Pharmacy,clinic,,KZN,Durban,37 Sol Harris Crescent Shop 2,,,,,,,,,dsfsi_vacc
Haviland Memorial Clinic,clinic,Public,KZN,"Ladysmith, Weenen",160 Bell Street Weenen,-28.845339,30.091922,,,,,None,74,ndoh_detailed
Highway Junction Clinic,clinic,Public,KZN,,,-28.2885,29.1316,,,,,,,who_mfl
Hillary Clinic,clinic,,KZN,,,-29.8857,30.9368,,,,,,,who_mfl
Hilltop Pharmacy,clinic,,KZN,Durban,183 Umhlanga Rocks Drive,,,,,,,,,dsfsi_vacc
Hlabisa Gateway Clinic,clinic,Public,KZN,Hlabisa,"60 Saunder Street, Hlabisa, 3937",-28.14351,31.87883,308,,,Tel: (035) 838 8600,NONE,72,ndoh_detailed
Hlathi Dam Clinic,clinic,Public,KZN,,Nqutu-Dundee Road 3135,-28.23758,30.5434,,,,,None,87,ndoh_detailed
Hlengimpilo Clinic,clinic,Public,KZN,,Sgubudu 3950,-28.112,31.672267,,,,,NONE,87,ndoh_detailed
Hlobane Clinic,clinic,Public,KZN,,Thuthukani Area Hlobane Hlobane,-27.720218,31.00125,,,,,NONE,78,ndoh_detailed
Hlokozi Clinic,clinic,Public,KZN,,RURAL HIGH FLATS,-30.36115,30.29386,,,,,None,77,ndoh_detailed
Hlomendlini Clinic,clinic,Public,KZN,,Nyoni,-29.1859,31.3969,,,,,None,83,ndoh_detailed
Hluhluwe Clinic,clinic,Public,KZN,,Hluhluwe main Road P.O Hluhluwe 3960,-28.02295,32.27042,,,,,None,90,ndoh_detailed
Howick Clinic,clinic,Public,KZN,"Howick, Kwazulu-Natal",24 Morning Street Howick,-29.48696,30.23167,,,,+27 33 239 9243,umngeni@telkomsa.net,84,ndoh_detailed
Howick West Satellite Clinic,clinic,Public,KZN,,,-29.506,30.2299,,,,,,,who_mfl
Ibisi Clinic,clinic,Public,KZN,,Ibisi Area Stafforol's Post,-30.413362,29.892647,,,,,None,89,ndoh_detailed
Idlebe Clinic,clinic,Public,KZN,,Mahlabathini,-28.131783,31.34475,,,,,NONE,86,ndoh_detailed
Imbaliyezwe Community Hall,clinic,,KZN,,,,,,,,,,,dsfsi_vacc
Impendle Community Hall,clinic,,KZN,,,,,,,,,,,dsfsi_vacc
Impilwenhle Clinic,clinic,Public,KZN,,Imbali unit14 Pietermaritzburg,-29.66965,30.35163,,,,,lorraine.chetty@msunduzi.go.za,90,ndoh_detailed
Inanda C Community Health Centre,clinic,,KZN,Durban,C 135 Umshado Rd Inanda,,,,,,,,,dsfsi_vacc
Inanda Seminary Clinic,clinic,Public,KZN,,Portion of 699 Inanda Glebe,-29.708,30.9217,,,,,None,82,ndoh_detailed
Indawo Ka Dokotela Surgery,clinic,,KZN,,,-28.9478809,31.7344615,,,,+27 82 481 2941,,,osm
Ingogo Clinic,clinic,Public,KZN,,Amajuba Sect1,-27.5916,29.90522,,,,,None,90,ndoh_detailed
Inhlwathi Clinic,clinic,Public,KZN,,Inhlwathi Area,-28.01717,31.9745,,,,+27 35 838 0155,NONE,81,ndoh_detailed
Injabulo Clinic,clinic,Public,KZN,,No 2 Nagle Dam Rd Cato Ridge 3680 3680,-29.60278,30.63203,,,,,NONE,88,ndoh_detailed
Injisuthi Clinic,clinic,Public,KZN,,Loskop Road Estcourt,-28.940356,29.577493,,,,,None,88,ndoh_detailed
Inkosi Mzondeni Community Hall,clinic,,KZN,,Makhanyisa Street,,,,,,,,,dsfsi_vacc
Isandlwana Clinic,clinic,Public,KZN,,Maphutshana area Isandlwana Nqutu,-28.36069,30.66785,,,,,None,88,ndoh_detailed
Isiboniso Clinic,clinic,Public,KZN,,Mpembeni Reserve Empangeni,-28.8584,31.9848,,,,,NONE,90,ndoh_detailed
Isipingo Clinic,clinic,Public,KZN,Durban,3 Orient driveIsipingo,-29.996,30.9202,168,,,,ndabad@durban.gov.za,77,ndoh_detailed
Isithebe Clinic,clinic,Public,KZN,,P266 Nyoni Road Mandeni,-29.0913,31.4283,,,,,NONE,75,ndoh_detailed
Isithundu Clinic,clinic,Public,KZN,,Maphumulo,-29.149906,31.066004,,,,,NONE,77,ndoh_detailed
Itshelejuba Gateway Clinic,clinic,Public,KZN,,N2 Between Phongola and Piet Rietief Phongola,-27.413889,31.545278,,,,,NONE,89,ndoh_detailed
Ixopo Clinic,clinic,Public,KZN,,No. 19 Main Road Ixopo,-30.14726,30.06737,,,,,None,94,ndoh_detailed
Izingolweni Clinic,clinic,Public,KZN,,Izingolweni Clinic Next to Harding Main Road Port,-30.782,30.1247,,,,,None,85,ndoh_detailed
James Clinic,clinic,Public,KZN,,None,-29.715032,31.079247,,,,,None,,ndoh_detailed
Jolivet Clinic,clinic,Public,KZN,,Jolivet R612 Road Private Bag X 542 Ixopo,-30.26712,30.35427,,,,,NONE,50,ndoh_detailed
Jozini Clinic,clinic,Public,KZN,,Jozini Main Road Sixteen Area,-27.43038,32.06764,,,,,None,87,ndoh_detailed
Kahhemulana Clinic,clinic,Public,KZN,,Mahlabathini,-27.932417,31.475133,,,,,None,88,ndoh_detailed
Kearsney Clinic,clinic,Public,KZN,,R74 Maphumulo road fowsley park stanger,-29.2963,31.2393,,,,,kearnsneyclinic1@kznhealth.gov.za,80,ndoh_detailed
Khambi Clinic,clinic,Public,KZN,,Khambi Tribal court Vryheid,-27.778483,31.31442,,,,,None,88,ndoh_detailed
Khan Gateway Clinic,clinic,Public,KZN,,R.K.Khan Circle RK Khan Clinic,-29.9171,30.8863,,,,,NONE,66,ndoh_detailed
Khan Road Clinic,clinic,Public,KZN,,Truro Plaza Khan Road Northdale,-29.54925,30.40524,,,,,lorraine.chetty@msunduzi.gov.za,81,ndoh_detailed
Khandisa Clinic,clinic,Public,KZN,,Lot 176 Mfundo Street Kwadlangezwa,-28.8599,31.8325,,,,,NONE,80,ndoh_detailed
Khayelihle Clinic,clinic,Public,KZN,,Opposite Inkanyizi & Uthwalume High Mthwalume,-30.452,30.5347,,,,,None,88,ndoh_detailed
Kilmun Clinic,clinic,Public,KZN,,Underberg,-29.95339,29.55161,,,,,NONE,85,ndoh_detailed
King Dinuzulu Clinic,clinic,Public,KZN,Durban,911 Ndlela street eshowe,-28.8886,31.4966,661,,,+2731 242 6000,nokukhanyazondo@kznhealth.gov.za,89,ndoh_detailed
Kingsburgh Clinic,clinic,Public,KZN,Durban,9meyors mews durban,-30.0954,30.8558,600,,,,downeyc@durban.gov.za,83,ndoh_detailed
Klaarwater Clinic,clinic,Public,KZN,,corner of Mkomazi&Ndwadwe street Klaarwater,-29.8831,30.8296,,,,,d.louis@durban.gov.za,91,ndoh_detailed
Kleinfontein Clinic,clinic,Public,KZN,,Kleinfontein Area Ladysmith,-28.3627,29.6496,,,,,None,83,ndoh_detailed
Kloof Clinic,clinic,Public,KZN,Kloof,2 Umzwilili Road Kloof,-29.7917,30.8321,,,,,NONE,76,ndoh_detailed
Kokstad Clinic,clinic,Public,KZN,,Corner of Barker street & st John street Kokstad,-30.55013,29.42889,,,,,NONE,67,ndoh_detailed
Kranskop Clinic,clinic,Public,KZN,,Main Street Kranskop Greytown,-28.96863,30.86425,,,,,None,90,ndoh_detailed
KwaDukuza Clinic,clinic,Public,KZN,,5-7 theunissen Road Kwadukuza,-29.3426,31.2891,600,,,,roshneeb@kwadukuza.gov.za,87,ndoh_detailed
KwaJali Clinic,clinic,Public,KZN,,Mawani Road Harding,-30.6599,29.7375,,,,,NONE,93,ndoh_detailed
KwaMagwaza Gateway Clinic,clinic,Public,KZN,Melmoth,Kwamagwaza Reserve Melmoth,-28.629615,31.341256,147,,,Tel:(035) 450 8200,None,50,ndoh_detailed
KwaMakhutha Clinic,clinic,Public,KZN,,1364 Nana Gumede road Amanzimtoti,-30.0248,30.8652,,,,,None,69,ndoh_detailed
KwaMame Clinic,clinic,Public,KZN,,Mahlabathini Mahlabathini,-28.137667,31.489833,,,,,NONE,72,ndoh_detailed
KwaMashu B Clinic,clinic,Public,KZN,,B27 isinaka road Kwamashu,-29.7468,30.99,,,,,NONE,71,ndoh_detailed
KwaMbiza Clinic,clinic,Public,KZN,,Yanguye Reserve,-28.5532,31.6437,,,,,NONE,80,ndoh_detailed
KwaMbonambi Clinic (Sappi Clinic),clinic,Public,KZN,,"Sappi Clinic, Kambonambi",-28.594565,32.090448,,,,,None,56,ndoh_detailed
KwaMbunde Clinic,clinic,Public,KZN,Main Harding / Kokstad Road,"Ward 22, Madakane",-30.728,30.344023,300,,,Tel: (039) 687 7311,None,84,ndoh_detailed
KwaMbuzi Clinic,clinic,Public,KZN,,Ingwavuma,-27.1815,32.190224,,,,,None,68,ndoh_detailed
KwaMsane Clinic,clinic,Public,KZN,,Msane Township,-28.42774,32.14815,,,,,NONE,61,ndoh_detailed
KwaMteyi Clinic,clinic,Public,KZN,,Ladysmith,-28.6298,30.0709,,,,,None,84,ndoh_detailed
KwaNdaba Clinic,clinic,Public,KZN,,Manguzi Main Rd Kwangwanase,-27.02154,32.30577,,,,,None,82,ndoh_detailed
KwaNdengezi Clinic,clinic,Public,KZN,,6023 Maviyo road Pinetown,-29.851,30.7681,,,,,kwandengezi.clinic@gov.za,71,ndoh_detailed
KwaNgcolosi Clinic,clinic,Public,KZN,,208347 Wushwini Rd Hillcrest,-29.7021,30.8386,,,,,None,74,ndoh_detailed
KwaNkundla Clinic,clinic,Public,KZN,,Ntumbane Phongola,-27.39877,31.26791,,,,,NONE,86,ndoh_detailed
KwaNyezi Clinic,clinic,Public,KZN,,Mabululwane Rd Nqutu,-28.32554,30.75887,,,,,None,78,ndoh_detailed
KwaNyuswa Clinic,clinic,Public,KZN,,Mwolokohlo,-29.44,30.9578,,,,,NONE,84,ndoh_detailed
KwaSenge Clinic,clinic,Public,KZN,,Greytown,-28.80828,30.77531,,,,,None,82,ndoh_detailed
KwaShoba Clinic,clinic,Public,KZN,,KwaShoba Pongola,-27.374722,31.6,,,,,NONE,87,ndoh_detailed
KwaYanguye Clinic,clinic,Public,KZN,,Yanguye Reserve Melmoth,-28.4886,31.5507,,,,,NONE,80,ndoh_detailed
KwaZibi Clinic,clinic,Public,KZN,,KwaZibi Area KwaNgwanase,-27.14572,32.75467,,,,,None,89,ndoh_detailed
Kwamashu Indoor Sports Centre,clinic,,KZN,Durban,"Linda nzama ,bhejane road ,kwamashu",,,,,,,,,dsfsi_vacc
Kwamashumi Clinic,clinic,Public,KZN,,Kwamashumi area,-30.33977,30.126435,,,,,NONE,96,ndoh_detailed
Ladam Irene Clinic,clinic,Public,KZN,,Ndzelu Area Umzimkhulu,-30.454303,29.724837,,,,,None,96,ndoh_detailed
Ladybank Clinic,clinic,Public,KZN,,Ladybank Farm Nyanyadu area Thwala stand Madadeni,-27.9641,30.215397,,,,,None,95,ndoh_detailed
Ladysmith Gateway Clinic,clinic,Public,KZN,,36 Malcom Road Ladysmith,-28.558726,29.765797,,,,,None,89,ndoh_detailed
Ladysmith Health Care Centre Clinic,clinic,Public,KZN,,,-28.55,29.78,,,,,,,who_mfl
Lakeside Satellite Clinic,clinic,,KZN,,,-28.7763,32.0999,,,,,,,who_mfl
Lamontville Clinic,clinic,Public,KZN,,Hull & Gwala street lamontville,-29.9501,30.9437,,,,,NONE,80,ndoh_detailed
Lancers Road Clinic,clinic,Public,KZN,,90 Lancers Road Durban,-29.8579,31.0097,,,,,lutholinomusa@durban.gov.za,69,ndoh_detailed
Lenmed Howick Hosp,clinic,Lenmed,KZN,,107 Main Street,,,,,,,,,dsfsi_vacc
Lesedi Clinic,clinic,Public,KZN,,,-28.2479,29.1054,,,,,,,who_mfl
Life Empangeni Prv Hosp,clinic,,KZN,,Cnr Biyela and Ukuli Streets,,,,,,,,,dsfsi_vacc
Life Entabeni Hosp,clinic,,KZN,Durban,148 Mazisi Kunene Road,,,,,,,,,dsfsi_vacc
Life Hilton Prv Hosp,clinic,,KZN,,2 Monzali Drive,,,,,,,,,dsfsi_vacc
Limehill Clinic,clinic,Public,KZN,,Limehill Area Wasbank,-28.4384,30.2442,,,,,NONE,83,ndoh_detailed
Limit Hill Clinic,clinic,Public,KZN,,6th Street Limit Hill,-28.5388,29.8053,,,,,None,84,ndoh_detailed
Lindelani Clinic,clinic,Public,KZN,,A2047 Dukuza Rd Ntuzuma KwaMashu,-29.7503,30.9338,,,,,NONE,82,ndoh_detailed
Lomo Clinic,clinic,Public,KZN,,Lomo Mahlabathini,-28.230833,31.654722,,,,+27 35 879 9014,NONE,87,ndoh_detailed
Lourdes Clinic,clinic,Public,KZN,,Ediphini Area Umzimkhulu,-30.208601,29.706163,,,,,None,89,ndoh_detailed
Louwsburg Clinic,clinic,Public,KZN,,7 Marke street Abaqulusi Vryheid,-27.578009,31.30045,,,,,None,84,ndoh_detailed
Love Life Community Hall,clinic,,KZN,,"1 Thokoza Road ,Sundumbili, Endlondlweni, 4491",,,,,,,,,dsfsi_vacc
Lovu Clinic,clinic,Public,KZN,,R603 eston Estom,-30.0622,30.826807,,,,,mgobhozin@durban.gov.za,77,ndoh_detailed
Lucia Clinic,clinic,Public,KZN,,1 library lane la lucia,-29.7546,31.0628,,,,,NONE,72,ndoh_detailed
Ludimala Clinic,clinic,Public,KZN,,Lamont Location Ramsgate,-30.8689,30.2833,,,,,None,91,ndoh_detailed
Luganda Clinic,clinic,Public,KZN,,16310 Lugada Road Lugada,-29.8883,30.8038,,,,,NONE,81,ndoh_detailed
Luneburg Clinic,clinic,Public,KZN,Paulpietersburg,Ophuzane Area,-27.538056,30.853056,,,,,None,86,ndoh_detailed
Luwamba Clinic,clinic,Public,KZN,,Empangeni,-28.6297,31.6949,,,,,None,77,ndoh_detailed
Mabamba Clinic,clinic,Public,KZN,,Ndabayakhe Res empangeni,-28.8089,31.8654,,,,,NONE,86,ndoh_detailed
Mabedlane Clinic,clinic,Public,KZN,,Mabedlane Ulundi 3838,-28.299812,31.383896,,,,,None,88,ndoh_detailed
Mabheleni Clinic,clinic,Public,KZN,,Isipofu Road Sipofu,-30.4421,30.321,,,,,None,34,ndoh_detailed
Mabhuqweni Clinic,clinic,Public,KZN,,Mabhuqwini Area Kranskop,-28.5104,30.8356,,,,,thenjizwane@email.com,74,ndoh_detailed
Mabibi Clinic,clinic,Public,KZN,,Mabibi near Mabibi Primary school Sibhayi,-27.32842,32.73092,,,,,None,72,ndoh_detailed
Macabuzela Clinic,clinic,Public,KZN,"Hluhluwe,Kzn",Hluhluwe,-28.02808,32.1599,,,,,NONE,83,ndoh_detailed
Macambini Clinic,clinic,Public,KZN,,wangu area Nyoni,-29.1259,31.5701,600,,,,NONE,84,ndoh_detailed
Machibini Clinic,clinic,Public,KZN,Mount Frere,Machibini Reserve next to Mawombe High School Hlab,-28.28121,32.04516,,,,+27 35 550 7911,None,82,ndoh_detailed
Madadeni 1 Clinic,clinic,Public,KZN,Madadeni.New Castle,Amajuba Sect1 Madadeni,-27.7521,30.02397,1620,,,,NONE,95,ndoh_detailed
Madadeni 5 Clinic,clinic,Public,KZN,Madadeni.New Castle,9295 Section5 Thokoza Str Madadeni,-27.7565,30.042047,822,,,Tel: (034) 328 8000,None,92,ndoh_detailed
Madadeni 7 Clinic,clinic,Public,KZN,,9327 Business Suite Madadeni,-27.7487,30.032849,,,,,,93,ndoh_detailed
Madadeni Gateway Clinic,clinic,Public,KZN,,Section 6 Madadeni Madadeli,-27.7635,30.0508,,,,,None,94,ndoh_detailed
Madiba Clinic,clinic,Public,KZN,,Draycott Road Estcourt,-28.9794,29.6926,,,,,None,88,ndoh_detailed
Madlala Clinic,clinic,Public,KZN,,Madlala Areanext to Sozabe school Port Shepstone,-30.6311,30.4273,,,,,None,88,ndoh_detailed
Madonela Clinic,clinic,Public,KZN,,Jozini Area Ubombo,-27.34286,32.26217,,,,,None,79,ndoh_detailed
Madwaleni Clinic,clinic,Public,KZN,Eastern Cape,Madwaleni,-28.26379,32.22197,180,,,,None,80,ndoh_detailed
Mafakathini Clinic,clinic,Public,KZN,,no address Plessislaer,-29.64387,30.14752,,,,,None,83,ndoh_detailed
Magabheni Clinic,clinic,Public,KZN,,Sibaya Highway road Magabheni,-30.1735,30.7658,,,,,NONE,83,ndoh_detailed
Magagadolo Clinic,clinic,Public,KZN,,Makhosini Ulundi,-28.246,31.117,,,,,None,84,ndoh_detailed
Maguzu Clinic,clinic,Public,KZN,,Maqongqo area,-29.58151,30.56462,,,,,None,88,ndoh_detailed
Mahashini Clinic,clinic,Public,KZN,,Mahashini Mahashini,-27.8764,31.525731,,,,,NONE,84,ndoh_detailed
Mahlungulu Clinic,clinic,Public,KZN,,Mahlungulu Area KwaNgwanase,-26.8863,32.81159,,,,,None,83,ndoh_detailed
Mahlutshini Clinic,clinic,Public,KZN,,Izinga Road,-29.5539,29.599389,,,,,None,89,ndoh_detailed
Makhathini Clinic,clinic,Public,KZN,,Makhathini,-27.44401,32.16042,,,,,None,93,ndoh_detailed
Makhosini Clinic,clinic,Public,KZN,,Makhosini Melmoth,-28.379039,31.27149,,,,,NONE,48,ndoh_detailed
Makhowe Clinic,clinic,Public,KZN,"Hluhluwe, Kwazulu-natal",Makhowe,-27.96078,32.14028,,,,+27 35 562 0090,None,63,ndoh_detailed
Makhutha Clinic,clinic,,KZN,Durban,2399 Mfundi Ngadi Road Kwamakhutha Township Amanzimtoti,,,,,,,,,dsfsi_vacc
Makhwela Clinic,clinic,Public,KZN,,Makhwela Louinsburg,-27.686776,31.349522,,,,,NONE,76,ndoh_detailed
Malenge Clinic,clinic,Public,KZN,,Malenge Clinic,-30.147854,29.622583,,,,,NONE,93,ndoh_detailed
Malesaona Clinic,clinic,Public,KZN,,,-28.5585,28.721,,,,,,,who_mfl
Malunga Clinic,clinic,Public,KZN,,Mandaba Reserve,-28.537,30.9018,,,,,NONE,46,ndoh_detailed
Mambedwini Clinic,clinic,Public,KZN,,"Mayizekanye Clinic,D599 road",-29.4882,30.626056,,,,,None,81,ndoh_detailed
Manaba Clinic,clinic,Public,KZN,,Manaba,-27.28733,32.43443,,,,,None,87,ndoh_detailed
Mandaba Clinic,clinic,Public,KZN,,Mandaba Reserve Nkandla,-28.6803,31.2158,,,,,NONE,84,ndoh_detailed
Mandeni Clinic,clinic,Public,KZN,,2 kingfisher road Mandeni,-29.1533,31.4101,,,,,debbiehughes@mandeni.gov.za,77,ndoh_detailed
Mandlanzini Clinic,clinic,Public,KZN,,Via Verbena Richards Bay,-28.7384,32.1044,,,,,NONE,89,ndoh_detailed
Mandleni Clinic,clinic,Public,KZN,"Ngubo - Msinga, KwaZulu-Natal",Mandleni Area Tugela Ferry,-28.72376,30.35755,,,,,None,82,ndoh_detailed
Mangeni Clinic,clinic,Public,KZN,,Nquthu,-28.46611,30.77305,,,,,None,85,ndoh_detailed
Manxili Clinic,clinic,Public,KZN,,Manxilli Clinic is situated in the settlement of K,-28.507,30.739652,,,,,None,88,ndoh_detailed
Manyane Clinic,clinic,Public,KZN,,Kranskop,-28.7753,30.9034,,,,,NONE,54,ndoh_detailed
Manyiseni Clinic,clinic,Public,KZN,"Umkhanyakude District Municipality, KwaZulu-Natal",Manyiseni,-26.91383,32.03556,,,,,None,68,ndoh_detailed
Maphephetheni Clinic,clinic,Public,KZN,,8Leo Place,-29.6454,30.7924,,,,,NONE,86,ndoh_detailed
Maphophoma Clinic,clinic,Public,KZN,,Maphomoma Area Nongoma,-27.898933,31.647767,,,,,NONE,87,ndoh_detailed
Maphumulo Clinic,clinic,Public,KZN,,maphulo central maphumilo,-29.1569,31.0664,,,,,None,83,ndoh_detailed
Maputa Clinic,clinic,Public,KZN,,Manguza Main Rd KwaNgwanase,-26.99452,32.75427,,,,,None,75,ndoh_detailed
